Employee_ID,Age,Age_Category ,Gender,Job_Role,Industry,Years_of_Experience,Years_of_Experience_Category,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP4289,52,Early Professional,Male,HR,IT,31,Expert,Remote,35,5,5,Low,Anxiety,Yes,No Change,5,Unsatisfied,2,Weekly,Good,North America
EMP4290,37,Senior Professional,Male,Software Engineer,Education,6,Intermediate,Hybrid,60,9,3,High,Depression,Yes,Decrease,4,Neutral,4,None,Poor,North America
EMP4291,55,Early Professional,Female,Project Manager,Consulting,1,Beginner,Remote,59,6,5,Low,Burnout,No,No Change,3,Neutral,1,Weekly,Average,Europe
EMP4292,51,Senior Professional,Male,Designer,Finance,26,Expert,Onsite,24,3,3,Medium,Anxiety,Yes,Increase,2,Neutral,1,Weekly,Good,Oceania
EMP4293,37,Senior Professional,Female,Designer,Consulting,29,Expert,Remote,26,10,3,Medium,None,Yes,No Change,3,Satisfied,4,None,Poor,Asia
EMP4294,28,Early Professional,Female,Sales,Consulting,23,Expert,Onsite,58,9,3,High,Burnout,Yes,No Change,2,Unsatisfied,2,Weekly,Poor,North America
EMP4296,47,Young Adult,Female,Designer,Consulting,20,Advanced,Hybrid,21,0,4,Medium,Burnout,No,No Change,3,Unsatisfied,4,None,Average,Asia
EMP4297,23,Mid-Career Professional,Female,HR,Education,28,Expert,Remote,39,10,1,Low,None,Yes,No Change,3,Unsatisfied,1,Daily,Good,Asia
EMP4301,32,Young Adult,Male,Sales,Education,14,Advanced,Hybrid,46,3,1,High,Anxiety,No,Increase,5,Unsatisfied,2,Weekly,Good,North America
EMP4302,22,Early Professional,Female,Data Scientist,Retail,6,Intermediate,Remote,28,13,4,Low,Depression,Yes,Increase,1,Unsatisfied,1,None,Poor,South America
EMP4303,46,Young Adult,Male,Project Manager,IT,8,Intermediate,Onsite,44,10,1,High,Anxiety,No,No Change,3,Satisfied,3,Weekly,Average,Africa
EMP4305,25,Early Professional,Female,Marketing,IT,3,Beginner,Onsite,54,4,5,Medium,None,No,Increase,3,Unsatisfied,2,Daily,Average,North America
EMP4306,49,Young Adult,Female,Marketing,IT,22,Expert,Onsite,36,8,1,Medium,Depression,Yes,Increase,5,Unsatisfied,3,None,Average,North America
EMP4309,58,Senior Professional,Male,Project Manager,Education,30,Expert,Onsite,36,0,3,Medium,None,Yes,Decrease,4,Satisfied,4,None,Average,South America
EMP4313,28,Mid-Career Professional,Female,Software Engineer,Retail,31,Expert,Remote,35,8,2,High,None,No,Increase,2,Unsatisfied,4,None,Good,Europe
EMP4317,25,Early Professional,Female,Designer,Healthcare,31,Expert,Remote,36,8,5,Low,Anxiety,No,Increase,5,Satisfied,1,Daily,Poor,Asia
EMP4318,33,Young Adult,Female,Sales,Consulting,4,Beginner,Onsite,55,14,2,High,Anxiety,Yes,Increase,5,Unsatisfied,2,None,Average,Africa
EMP4319,50,Early Professional,Male,Designer,Finance,30,Expert,Onsite,27,9,1,Low,Depression,Yes,Decrease,2,Satisfied,1,Weekly,Poor,Europe
EMP4323,50,Mid-Career Professional,Male,HR,Manufacturing,5,Beginner,Hybrid,53,7,1,High,Depression,No,Decrease,4,Satisfied,1,None,Average,North America
EMP4326,30,Young Adult,Male,Data Scientist,Healthcare,13,Advanced,Remote,27,14,5,Low,None,No,Increase,2,Satisfied,5,Weekly,Good,North America
EMP4327,44,Early Professional,Female,Sales,Manufacturing,33,Expert,Remote,55,0,1,High,Burnout,No,Decrease,4,Neutral,2,Weekly,Good,Europe
EMP4328,23,Mid-Career Professional,Male,Project Manager,Education,4,Beginner,Hybrid,20,11,4,High,Anxiety,No,Decrease,3,Neutral,3,None,Average,North America
EMP4329,55,Young Adult,Male,Project Manager,Retail,4,Beginner,Onsite,37,8,3,Medium,Depression,No,Increase,5,Unsatisfied,3,Daily,Good,South America
EMP4333,32,Senior Professional,Male,Marketing,Manufacturing,34,Expert,Remote,43,9,5,Low,Anxiety,No,Decrease,4,Unsatisfied,3,Weekly,Average,Asia
EMP4337,44,Mid-Career Professional,Male,Data Scientist,Retail,21,Expert,Onsite,53,15,2,Low,Depression,Yes,Increase,5,Satisfied,5,None,Average,Oceania
EMP4339,56,Senior Professional,Female,Marketing,Manufacturing,1,Beginner,Remote,44,0,1,High,None,Yes,No Change,3,Neutral,2,Daily,Good,Europe
EMP4340,40,Senior Professional,Female,Project Manager,Finance,27,Expert,Remote,41,4,1,High,Depression,Yes,Decrease,2,Neutral,2,Daily,Poor,Oceania
EMP4341,56,Mid-Career Professional,Male,Marketing,Finance,33,Expert,Remote,25,12,1,Low,None,No,Decrease,4,Neutral,4,None,Average,Oceania
EMP4342,45,Senior Professional,Male,Project Manager,Retail,7,Intermediate,Remote,21,15,4,Low,Depression,Yes,Decrease,1,Unsatisfied,5,None,Good,Africa
EMP4344,30,Senior Professional,Male,Sales,IT,2,Beginner,Onsite,41,0,1,High,None,Yes,Increase,4,Neutral,1,Weekly,Good,Africa
EMP4345,34,Early Professional,Female,Sales,Finance,12,Advanced,Remote,41,0,1,Medium,Anxiety,No,Increase,4,Unsatisfied,3,None,Average,Africa
EMP4346,57,Early Professional,Male,HR,Manufacturing,21,Expert,Onsite,42,15,1,Medium,Depression,Yes,Decrease,2,Satisfied,3,None,Good,Oceania
EMP4347,32,Senior Professional,Male,Project Manager,Education,1,Beginner,Onsite,23,14,2,Low,None,Yes,Decrease,1,Unsatisfied,2,Daily,Poor,Oceania
EMP4349,40,Mid-Career Professional,Female,Data Scientist,Healthcare,9,Intermediate,Remote,52,0,2,High,Depression,Yes,Decrease,1,Neutral,3,Daily,Average,Oceania
EMP4350,60,Mid-Career Professional,Male,Data Scientist,Retail,11,Advanced,Onsite,26,9,5,High,Burnout,Yes,Increase,1,Neutral,3,Weekly,Poor,South America
EMP4353,38,Senior Professional,Male,Designer,Manufacturing,29,Expert,Onsite,24,5,1,Medium,None,No,No Change,2,Satisfied,3,Weekly,Good,Asia
EMP4355,46,Senior Professional,Female,Project Manager,Finance,15,Advanced,Hybrid,29,12,4,Medium,Depression,No,Decrease,5,Satisfied,4,Weekly,Average,North America
EMP4356,26,Mid-Career Professional,Male,Software Engineer,Education,14,Advanced,Onsite,55,0,3,Medium,Anxiety,Yes,Increase,1,Unsatisfied,4,Weekly,Average,North America
EMP4359,30,Senior Professional,Male,Sales,Healthcare,27,Expert,Remote,58,4,2,Low,Depression,Yes,No Change,4,Neutral,3,None,Good,South America
EMP4362,43,Young Adult,Male,Marketing,Retail,26,Expert,Hybrid,50,11,1,High,None,Yes,Increase,3,Neutral,5,Daily,Good,South America
EMP4363,56,Mid-Career Professional,Female,Designer,Education,28,Expert,Onsite,29,7,4,High,Anxiety,No,No Change,1,Satisfied,4,Daily,Good,Europe
EMP4364,36,Senior Professional,Male,Sales,Retail,16,Advanced,Onsite,60,1,1,High,Burnout,No,Increase,2,Unsatisfied,2,Weekly,Average,Africa
EMP4365,26,Early Professional,Female,Software Engineer,Manufacturing,21,Expert,Hybrid,41,3,3,Medium,Depression,No,Increase,5,Unsatisfied,2,Daily,Poor,North America
EMP4366,26,Young Adult,Male,Marketing,IT,3,Beginner,Hybrid,28,13,1,Low,Burnout,No,Increase,4,Unsatisfied,2,Weekly,Poor,South America
EMP4367,37,Young Adult,Female,Sales,IT,3,Beginner,Remote,53,0,3,Low,Depression,No,No Change,3,Neutral,2,Daily,Poor,Africa
EMP4369,58,Senior Professional,Female,Marketing,Manufacturing,25,Expert,Remote,55,1,3,Medium,None,Yes,Increase,2,Unsatisfied,5,Daily,Poor,Oceania
EMP4370,36,Senior Professional,Female,Project Manager,Manufacturing,34,Expert,Onsite,33,5,4,High,None,No,Increase,2,Satisfied,3,Daily,Poor,Africa
EMP4371,59,Early Professional,Female,Designer,Healthcare,16,Advanced,Hybrid,47,7,3,Low,Burnout,No,Decrease,5,Neutral,1,None,Poor,Asia
EMP4374,24,Young Adult,Male,HR,IT,4,Beginner,Remote,56,13,1,Medium,Burnout,No,Decrease,3,Unsatisfied,4,Daily,Good,Asia
EMP4376,31,Young Adult,Female,Data Scientist,Retail,27,Expert,Remote,39,2,1,Low,Depression,No,Increase,5,Satisfied,4,None,Good,North America
EMP4378,56,Early Professional,Male,Software Engineer,IT,30,Expert,Remote,60,3,5,Low,None,No,Decrease,1,Satisfied,2,None,Good,South America
EMP4381,43,Mid-Career Professional,Male,Marketing,Healthcare,19,Advanced,Remote,46,2,3,Medium,Depression,Yes,Increase,4,Neutral,1,None,Poor,Africa
EMP4385,50,Early Professional,Female,Software Engineer,Finance,22,Expert,Onsite,39,1,3,Low,Anxiety,No,Increase,3,Neutral,3,None,Average,Europe
EMP4387,32,Early Professional,Female,Marketing,Consulting,4,Beginner,Remote,58,3,5,Medium,None,No,No Change,1,Unsatisfied,3,None,Good,Asia
EMP4389,23,Senior Professional,Female,Data Scientist,Manufacturing,26,Expert,Onsite,33,6,3,High,None,Yes,Increase,2,Neutral,3,Daily,Good,Europe
EMP4392,39,Mid-Career Professional,Female,HR,Retail,18,Advanced,Hybrid,53,3,1,High,Burnout,No,Increase,3,Neutral,2,Daily,Poor,North America
EMP4393,22,Early Professional,Female,Project Manager,Education,22,Expert,Onsite,60,3,5,High,Burnout,No,No Change,1,Unsatisfied,2,Weekly,Poor,Europe
EMP4395,52,Mid-Career Professional,Female,Data Scientist,Healthcare,23,Expert,Hybrid,21,11,5,High,Anxiety,Yes,Increase,1,Neutral,3,None,Good,Europe
EMP4396,28,Senior Professional,Female,HR,IT,29,Expert,Remote,43,9,4,Medium,Anxiety,Yes,No Change,1,Satisfied,1,Daily,Average,North America
EMP4399,26,Young Adult,Female,Designer,IT,32,Expert,Hybrid,21,8,5,High,Anxiety,No,No Change,4,Unsatisfied,4,Daily,Good,Oceania
EMP4400,27,Young Adult,Male,Software Engineer,Finance,31,Expert,Onsite,60,7,1,High,Depression,Yes,Decrease,2,Unsatisfied,5,Weekly,Average,South America
EMP4403,45,Mid-Career Professional,Male,HR,Finance,28,Expert,Remote,49,12,1,High,Burnout,Yes,Decrease,5,Neutral,5,None,Poor,Asia
EMP4405,46,Senior Professional,Female,Data Scientist,IT,5,Beginner,Remote,56,5,3,High,Burnout,No,No Change,4,Unsatisfied,3,None,Good,Europe
EMP4406,24,Mid-Career Professional,Female,Project Manager,Education,15,Advanced,Remote,46,14,3,Medium,Depression,Yes,Increase,4,Satisfied,4,Weekly,Good,Africa
EMP4407,24,Young Adult,Female,Designer,Finance,13,Advanced,Remote,28,6,4,High,Depression,No,Decrease,2,Satisfied,3,Weekly,Good,Asia
EMP4409,45,Senior Professional,Female,Project Manager,Education,26,Expert,Remote,57,11,4,Medium,None,No,No Change,2,Neutral,3,Weekly,Poor,Africa
EMP4410,37,Mid-Career Professional,Male,Project Manager,Healthcare,27,Expert,Onsite,52,2,1,High,None,No,Decrease,4,Neutral,1,Daily,Poor,Asia
EMP4411,29,Early Professional,Male,Software Engineer,Finance,26,Expert,Remote,34,15,5,Medium,Depression,Yes,Decrease,5,Neutral,4,Daily,Good,Africa
EMP4414,47,Senior Professional,Male,Designer,Education,29,Expert,Onsite,43,1,3,High,Depression,Yes,No Change,4,Unsatisfied,4,Daily,Average,South America
EMP4417,44,Mid-Career Professional,Male,Software Engineer,Retail,20,Advanced,Onsite,20,10,5,Low,Depression,No,No Change,5,Satisfied,4,None,Average,Europe
EMP4419,37,Early Professional,Female,Software Engineer,Education,25,Expert,Hybrid,57,2,3,High,Anxiety,Yes,Increase,4,Unsatisfied,1,Weekly,Good,Oceania
EMP4423,24,Mid-Career Professional,Female,Sales,Manufacturing,1,Beginner,Hybrid,47,2,5,Low,Anxiety,Yes,Decrease,1,Neutral,2,Daily,Poor,Asia
EMP4424,25,Young Adult,Female,Marketing,Retail,21,Expert,Hybrid,45,5,5,High,Anxiety,No,No Change,1,Satisfied,2,Weekly,Average,South America
EMP4427,29,Mid-Career Professional,Female,Marketing,Consulting,29,Expert,Hybrid,51,7,2,High,Burnout,No,No Change,2,Unsatisfied,3,Daily,Average,North America
EMP4430,23,Young Adult,Female,Project Manager,Finance,31,Expert,Hybrid,51,7,1,High,None,Yes,No Change,5,Unsatisfied,1,None,Good,South America
EMP4432,55,Mid-Career Professional,Female,Project Manager,Manufacturing,10,Intermediate,Hybrid,27,0,1,High,None,Yes,Decrease,3,Satisfied,3,Weekly,Poor,North America
EMP4434,40,Early Professional,Female,Data Scientist,Manufacturing,31,Expert,Remote,56,4,4,Low,Depression,Yes,No Change,4,Satisfied,2,Weekly,Good,Oceania
EMP4436,52,Early Professional,Female,Software Engineer,IT,30,Expert,Remote,22,6,5,Low,Burnout,No,Increase,3,Satisfied,2,None,Poor,North America
EMP4438,54,Early Professional,Female,Sales,IT,22,Expert,Onsite,60,8,2,High,Burnout,No,Increase,5,Satisfied,1,Weekly,Average,Europe
EMP4439,47,Senior Professional,Male,Software Engineer,Healthcare,24,Expert,Remote,45,1,1,Medium,None,No,No Change,3,Satisfied,2,Daily,Poor,Africa
EMP4441,52,Early Professional,Female,Designer,Manufacturing,34,Expert,Onsite,37,15,2,Low,Anxiety,No,No Change,3,Neutral,4,Daily,Good,Asia
EMP4447,55,Senior Professional,Male,Data Scientist,Manufacturing,19,Advanced,Remote,20,6,4,High,None,No,No Change,1,Unsatisfied,3,Daily,Average,Oceania
EMP4448,31,Senior Professional,Female,Marketing,Healthcare,31,Expert,Remote,38,9,4,Medium,Burnout,Yes,No Change,5,Neutral,2,Weekly,Poor,Europe
EMP4449,48,Early Professional,Male,Data Scientist,Healthcare,24,Expert,Remote,29,1,2,Low,Anxiety,No,No Change,1,Neutral,1,None,Good,South America
EMP4456,54,Early Professional,Female,Project Manager,Retail,7,Intermediate,Remote,38,10,3,Low,Depression,No,Decrease,3,Unsatisfied,2,Weekly,Poor,Africa
EMP4459,53,Mid-Career Professional,Female,Data Scientist,Healthcare,6,Intermediate,Remote,37,4,1,Low,Depression,No,No Change,4,Unsatisfied,3,Weekly,Poor,Asia
EMP4462,25,Early Professional,Male,Software Engineer,Finance,22,Expert,Hybrid,58,10,4,High,None,Yes,Decrease,1,Unsatisfied,4,Weekly,Poor,Europe
EMP4463,42,Young Adult,Male,Marketing,Finance,18,Advanced,Remote,20,2,3,Low,Burnout,No,Decrease,3,Unsatisfied,4,None,Average,South America
EMP4466,51,Senior Professional,Male,Project Manager,IT,3,Beginner,Onsite,55,4,1,High,Anxiety,No,Increase,3,Unsatisfied,1,Weekly,Average,Asia
EMP4468,30,Senior Professional,Female,Marketing,Healthcare,16,Advanced,Onsite,30,12,2,High,Depression,No,Increase,1,Satisfied,1,None,Average,South America
EMP4469,28,Early Professional,Male,Project Manager,IT,18,Advanced,Onsite,32,10,3,Medium,Burnout,Yes,No Change,1,Unsatisfied,4,None,Good,South America
EMP4471,45,Senior Professional,Male,Software Engineer,Consulting,13,Advanced,Onsite,37,7,4,Medium,Burnout,No,Increase,3,Satisfied,4,Weekly,Poor,Europe
EMP4473,53,Senior Professional,Male,Designer,Consulting,7,Intermediate,Hybrid,29,2,1,Low,Anxiety,No,No Change,2,Neutral,1,Weekly,Average,Africa
EMP4479,36,Mid-Career Professional,Female,Marketing,Finance,30,Expert,Remote,54,14,5,Medium,Burnout,No,Decrease,2,Unsatisfied,1,Daily,Good,Asia
EMP4480,22,Early Professional,Female,Data Scientist,Retail,30,Expert,Hybrid,60,3,4,High,Burnout,Yes,No Change,5,Neutral,3,None,Good,South America
EMP4481,33,Young Adult,Male,Designer,Finance,20,Advanced,Onsite,44,6,3,Medium,Burnout,Yes,No Change,1,Satisfied,3,None,Poor,South America
EMP4483,28,Senior Professional,Male,Designer,Healthcare,6,Intermediate,Remote,27,7,4,Medium,Depression,Yes,No Change,2,Satisfied,2,Daily,Good,Africa
EMP4484,33,Young Adult,Female,Sales,Finance,13,Advanced,Onsite,21,3,1,Medium,None,Yes,Decrease,1,Satisfied,5,Daily,Poor,Oceania
EMP4485,53,Early Professional,Male,Data Scientist,Healthcare,1,Beginner,Hybrid,39,6,5,Low,Anxiety,Yes,No Change,2,Unsatisfied,3,None,Good,Oceania
EMP4486,56,Senior Professional,Male,Project Manager,Education,35,Expert,Onsite,25,13,2,Medium,None,No,Decrease,1,Unsatisfied,3,Weekly,Good,Europe
EMP4488,37,Early Professional,Female,Designer,Retail,10,Intermediate,Remote,48,12,1,Low,Anxiety,Yes,Decrease,3,Unsatisfied,2,Daily,Average,Oceania
EMP4491,27,Mid-Career Professional,Female,Sales,Consulting,5,Beginner,Remote,22,2,4,Medium,None,No,Decrease,1,Satisfied,1,Weekly,Good,Europe
EMP4492,49,Young Adult,Male,HR,Consulting,14,Advanced,Hybrid,36,3,1,High,Depression,No,Decrease,2,Satisfied,2,Weekly,Poor,Europe
EMP4493,55,Mid-Career Professional,Male,Software Engineer,Finance,9,Intermediate,Onsite,42,9,2,Medium,Anxiety,Yes,Decrease,2,Satisfied,1,Weekly,Average,Africa
EMP4502,35,Senior Professional,Female,Software Engineer,Finance,31,Expert,Onsite,58,0,2,Medium,Depression,No,Increase,4,Neutral,5,Weekly,Good,Africa
EMP4503,60,Early Professional,Female,Designer,Healthcare,5,Beginner,Hybrid,57,0,2,Low,Anxiety,No,Decrease,3,Unsatisfied,2,Daily,Good,Asia
EMP4505,30,Senior Professional,Female,Marketing,Manufacturing,30,Expert,Remote,32,12,1,Medium,None,No,No Change,1,Unsatisfied,4,Weekly,Average,Africa
EMP4507,49,Mid-Career Professional,Female,Designer,Manufacturing,15,Advanced,Remote,50,9,1,Low,Depression,No,No Change,3,Neutral,3,None,Poor,Oceania
EMP4508,47,Mid-Career Professional,Female,HR,Finance,10,Intermediate,Remote,21,15,2,Medium,Burnout,No,No Change,3,Satisfied,2,Weekly,Average,Oceania
EMP4510,47,Young Adult,Male,Data Scientist,Retail,20,Advanced,Hybrid,34,5,3,High,Depression,No,Decrease,5,Neutral,1,None,Poor,South America
EMP4515,29,Mid-Career Professional,Female,Data Scientist,Manufacturing,9,Intermediate,Hybrid,24,9,1,Medium,Anxiety,Yes,Decrease,4,Neutral,1,Weekly,Average,Europe
EMP4518,28,Senior Professional,Male,Sales,Finance,15,Advanced,Hybrid,52,5,3,High,Anxiety,No,Increase,1,Neutral,1,Daily,Good,South America
EMP4524,26,Senior Professional,Male,Project Manager,Manufacturing,21,Expert,Remote,42,5,2,Medium,Depression,No,Increase,2,Neutral,4,None,Poor,Asia
EMP4526,56,Mid-Career Professional,Male,Designer,Retail,8,Intermediate,Hybrid,52,3,1,Medium,Anxiety,Yes,No Change,1,Unsatisfied,4,None,Good,Asia
EMP4527,52,Senior Professional,Female,Data Scientist,Consulting,20,Advanced,Onsite,27,1,5,High,None,No,No Change,1,Satisfied,4,None,Good,North America
EMP4529,43,Young Adult,Female,Marketing,IT,12,Advanced,Hybrid,25,14,5,High,Depression,Yes,Decrease,3,Satisfied,5,None,Poor,North America
EMP4530,49,Mid-Career Professional,Male,Designer,Manufacturing,28,Expert,Remote,38,15,1,Low,Depression,Yes,No Change,5,Unsatisfied,4,Weekly,Average,Africa
EMP4532,49,Early Professional,Male,Project Manager,Healthcare,5,Beginner,Onsite,40,5,2,Low,None,Yes,Decrease,4,Satisfied,3,Weekly,Average,South America
EMP4533,51,Mid-Career Professional,Male,Software Engineer,IT,17,Advanced,Remote,45,14,1,Low,Depression,No,Decrease,4,Unsatisfied,5,None,Poor,Asia
EMP4534,50,Senior Professional,Male,Sales,Healthcare,7,Intermediate,Hybrid,48,7,4,Low,None,No,Increase,4,Satisfied,4,Daily,Average,Asia
EMP4536,24,Senior Professional,Male,Software Engineer,Education,31,Expert,Hybrid,57,1,2,Low,None,Yes,No Change,2,Neutral,2,Weekly,Average,North America
EMP4537,38,Young Adult,Female,Software Engineer,Healthcare,1,Beginner,Onsite,20,12,1,Low,Depression,No,Decrease,4,Unsatisfied,1,Weekly,Average,Asia
EMP4538,41,Early Professional,Male,Marketing,IT,31,Expert,Remote,20,1,1,Low,Anxiety,No,No Change,1,Neutral,4,Weekly,Average,South America
EMP4539,34,Mid-Career Professional,Male,Marketing,Healthcare,35,Expert,Hybrid,40,4,2,High,Anxiety,No,Decrease,2,Neutral,4,None,Average,South America
EMP4540,36,Early Professional,Female,Data Scientist,IT,32,Expert,Remote,45,15,2,High,Depression,No,Increase,2,Unsatisfied,1,Daily,Average,Africa
EMP4543,52,Early Professional,Female,Marketing,Education,18,Advanced,Onsite,51,9,2,Medium,None,No,Increase,3,Unsatisfied,2,Daily,Good,Oceania
EMP4546,59,Early Professional,Female,Project Manager,IT,12,Advanced,Remote,49,9,2,High,None,No,No Change,3,Unsatisfied,4,None,Good,Oceania
EMP4548,45,Senior Professional,Female,HR,Healthcare,29,Expert,Hybrid,36,9,4,Medium,Depression,No,Increase,3,Satisfied,5,Daily,Poor,Europe
EMP4554,51,Mid-Career Professional,Female,Marketing,Healthcare,14,Advanced,Onsite,49,11,2,Medium,Depression,Yes,Decrease,4,Satisfied,5,Weekly,Poor,South America
EMP4556,56,Mid-Career Professional,Male,Designer,Finance,27,Expert,Remote,48,15,3,High,None,Yes,Decrease,2,Unsatisfied,3,None,Poor,Europe
EMP4557,25,Senior Professional,Male,Software Engineer,Consulting,30,Expert,Hybrid,20,14,1,Medium,None,No,Decrease,5,Neutral,1,Daily,Poor,Oceania
EMP4562,34,Senior Professional,Female,Marketing,Manufacturing,3,Beginner,Remote,51,10,3,Medium,Depression,Yes,Increase,4,Satisfied,1,Daily,Average,Europe
EMP4572,42,Senior Professional,Female,Software Engineer,IT,32,Expert,Hybrid,53,2,2,Low,Depression,Yes,No Change,1,Satisfied,3,Daily,Poor,Europe
EMP4573,56,Mid-Career Professional,Female,Project Manager,Consulting,35,Expert,Onsite,51,2,1,Low,Anxiety,Yes,Increase,2,Unsatisfied,4,Daily,Good,Europe
EMP4578,35,Young Adult,Female,Data Scientist,Consulting,34,Expert,Remote,48,7,5,Low,Anxiety,No,Decrease,2,Neutral,4,Weekly,Good,South America
EMP4579,44,Early Professional,Female,Sales,Manufacturing,22,Expert,Hybrid,49,2,2,Medium,Burnout,No,Decrease,2,Satisfied,3,Daily,Poor,Europe
EMP4582,58,Mid-Career Professional,Female,Project Manager,Manufacturing,25,Expert,Remote,55,9,1,Medium,Depression,Yes,No Change,2,Satisfied,5,Daily,Good,North America
EMP4583,29,Senior Professional,Female,Designer,Finance,34,Expert,Onsite,28,15,1,Medium,Anxiety,No,Increase,4,Satisfied,2,Weekly,Poor,Asia
EMP4592,53,Early Professional,Female,Sales,Retail,20,Advanced,Onsite,23,0,5,High,None,Yes,Decrease,5,Satisfied,3,Daily,Good,Europe
EMP4595,34,Young Adult,Male,Software Engineer,Finance,15,Advanced,Onsite,29,13,3,Medium,Burnout,No,No Change,3,Satisfied,1,Daily,Good,Oceania
EMP4596,31,Early Professional,Female,HR,Education,32,Expert,Remote,20,8,3,High,Anxiety,Yes,Decrease,5,Unsatisfied,1,None,Good,South America
EMP4599,34,Senior Professional,Female,Sales,Healthcare,6,Intermediate,Hybrid,55,11,1,Low,Anxiety,Yes,Increase,4,Unsatisfied,5,Daily,Average,Asia
EMP4600,47,Early Professional,Female,Data Scientist,Retail,26,Expert,Onsite,48,10,2,Low,None,Yes,Decrease,4,Satisfied,2,Daily,Poor,South America
EMP4602,26,Early Professional,Male,Project Manager,Healthcare,35,Expert,Hybrid,41,7,1,Low,Anxiety,Yes,Decrease,4,Unsatisfied,4,Daily,Poor,North America
EMP4603,30,Young Adult,Male,Project Manager,Finance,22,Expert,Remote,41,15,5,High,Depression,Yes,Increase,2,Satisfied,2,None,Average,Africa
EMP4606,44,Senior Professional,Female,Sales,Education,26,Expert,Onsite,23,8,1,Medium,Burnout,Yes,Decrease,2,Satisfied,4,Daily,Good,Oceania
EMP4609,45,Senior Professional,Male,Project Manager,Retail,17,Advanced,Onsite,36,4,5,High,Anxiety,No,Increase,3,Unsatisfied,4,None,Good,Asia
EMP4611,28,Mid-Career Professional,Male,Marketing,Education,22,Expert,Remote,37,2,3,High,Burnout,No,Decrease,2,Unsatisfied,3,Daily,Poor,North America
EMP4613,23,Senior Professional,Female,Marketing,Manufacturing,7,Intermediate,Remote,50,12,5,Medium,Anxiety,Yes,No Change,2,Unsatisfied,1,Weekly,Good,Asia
EMP4616,52,Young Adult,Female,Designer,Retail,20,Advanced,Remote,45,11,3,Low,Anxiety,Yes,Decrease,5,Neutral,4,Weekly,Good,Oceania
EMP4621,22,Early Professional,Female,Software Engineer,Finance,22,Expert,Hybrid,39,7,3,Medium,None,No,No Change,2,Satisfied,3,Daily,Average,Africa
EMP4626,23,Senior Professional,Female,HR,Manufacturing,14,Advanced,Remote,39,12,2,Low,Burnout,No,Increase,3,Neutral,4,Weekly,Average,South America
EMP4628,38,Senior Professional,Female,HR,IT,11,Advanced,Hybrid,33,14,2,High,None,No,Increase,1,Neutral,1,Daily,Average,South America
EMP4629,36,Early Professional,Male,Project Manager,Finance,29,Expert,Remote,50,9,4,High,Burnout,Yes,Increase,5,Neutral,1,None,Poor,North America
EMP4630,25,Early Professional,Male,Marketing,Manufacturing,14,Advanced,Onsite,29,5,4,Low,Anxiety,Yes,Increase,2,Unsatisfied,4,Weekly,Poor,Oceania
EMP4631,47,Young Adult,Female,Designer,Retail,6,Intermediate,Onsite,20,6,2,Low,Anxiety,No,Increase,2,Unsatisfied,2,Weekly,Good,Europe
EMP4632,24,Mid-Career Professional,Male,Data Scientist,Consulting,34,Expert,Hybrid,31,5,1,Low,Anxiety,Yes,Increase,4,Satisfied,5,Daily,Poor,South America
EMP4633,51,Young Adult,Female,Data Scientist,Finance,9,Intermediate,Hybrid,32,1,5,High,Burnout,Yes,Increase,2,Unsatisfied,4,None,Poor,South America
EMP4641,45,Senior Professional,Male,HR,Finance,23,Expert,Hybrid,55,9,1,High,Depression,No,Increase,1,Neutral,5,None,Average,South America
EMP4643,25,Young Adult,Male,HR,Consulting,29,Expert,Onsite,32,15,3,Low,Depression,Yes,Increase,3,Unsatisfied,4,Weekly,Good,North America
EMP4645,56,Young Adult,Male,Data Scientist,Finance,12,Advanced,Onsite,58,9,3,Low,None,Yes,No Change,2,Neutral,2,Weekly,Poor,North America
EMP4648,25,Early Professional,Female,HR,Manufacturing,21,Expert,Remote,57,0,4,Low,Burnout,No,No Change,1,Neutral,3,None,Good,South America
EMP4649,41,Young Adult,Male,Data Scientist,Finance,11,Advanced,Remote,39,10,1,Medium,Anxiety,Yes,No Change,1,Unsatisfied,4,Weekly,Average,Africa
EMP4651,23,Young Adult,Female,Designer,IT,16,Advanced,Onsite,57,3,3,High,Burnout,Yes,Decrease,5,Unsatisfied,1,Daily,Good,Asia
EMP4652,55,Young Adult,Male,Project Manager,Retail,32,Expert,Remote,34,4,1,High,Anxiety,No,No Change,4,Neutral,5,Weekly,Average,Africa
EMP4653,43,Senior Professional,Male,Marketing,Finance,16,Advanced,Onsite,40,12,4,Medium,Depression,Yes,No Change,4,Satisfied,1,Weekly,Average,Oceania
EMP4655,49,Young Adult,Female,HR,IT,16,Advanced,Hybrid,41,2,2,Medium,Depression,Yes,No Change,4,Satisfied,5,Daily,Poor,Europe
EMP4658,25,Senior Professional,Female,Designer,Manufacturing,32,Expert,Hybrid,21,12,4,Low,Depression,No,No Change,3,Neutral,1,Weekly,Average,Africa
EMP4659,41,Young Adult,Female,Designer,IT,23,Expert,Hybrid,48,2,1,Low,None,No,No Change,1,Unsatisfied,3,None,Poor,Europe
